"pnro","nimi","kunta","maakunta","hinta2016","trendi2016"
"85310","Sievi Asemanseutu","Sievi","Pohjois-Pohjanmaa",922,-2.5
"85320","Markkula","Sievi","Pohjois-Pohjanmaa",920,-2.5
"86510","Matkaniva","Oulainen","Pohjois-Pohjanmaa",913,-0.1
"92210","Arkkukari","Raahe","Pohjois-Pohjanmaa",911,-3.4
"91140","Olhava","Ii","Pohjois-Pohjanmaa",909,-3.5
"93540","Tyrövaara","Taivalkoski","Pohjois-Pohjanmaa",907,-4
"85660","Ruuskankylä","Nivala","Pohjois-Pohjanmaa",906,-2.5
"85900","Reisjärvi Keskus","Reisjärvi","Pohjois-Pohjanmaa",904,-1.5
"86530","Annonen","Oulainen","Pohjois-Pohjanmaa",901,-0.1
"86460","Alpua","Raahe","Pohjois-Pohjanmaa",900,0.1
"93999","Kuusamo","Kuusamo","Pohjois-Pohjanmaa",897,-4.1
"85450","Joenkylä","Sievi","Pohjois-Pohjanmaa",894,-2.7
"93990","Kärpänkylä","Kuusamo","Pohjois-Pohjanmaa",892,-4.1
"85580","Karvoskylä","Nivala","Pohjois-Pohjanmaa",888,-2.8
"86870","Vesikoski","Pyhäjärvi","Pohjois-Pohjanmaa",888,0.2
"93390","Puhoskylä","Pudasjärvi","Pohjois-Pohjanmaa",888,-4.1
"93140","Kipinä","Pudasjärvi","Pohjois-Pohjanmaa",887,-3.9
"68100","Himanka Keskus","Kalajoki","Pohjois-Pohjanmaa",883,-3.9
"93100","Pudasjärvi Keskus","Pudasjärvi","Pohjois-Pohjanmaa",883,-3.8
"93590","Vanhala","Taivalkoski","Pohjois-Pohjanmaa",883,-4.1
"85620","Sarja","Nivala","Pohjois-Pohjanmaa",882,-2.7
"86470","Lumimetsä","Raahe","Pohjois-Pohjanmaa",882,0
"91660","Ahmas","Utajärvi","Pohjois-Pohjanmaa",882,-3.4
"86230","Ylipää","Merijärvi","Pohjois-Pohjanmaa",881,-0.3
"91300","Ylikiiminki Keskus","Oulu","Pohjois-Pohjanmaa",876,-3.3
"91150","Yli-Olhava","Ii","Pohjois-Pohjanmaa",873,-3.7
"93350","Jaurakkajärvi","Pudasjärvi","Pohjois-Pohjanmaa",873,-4.2
"93270","Sotkajärvi","Pudasjärvi","Pohjois-Pohjanmaa",871,-3.9
"85210","Kähtävä","Alavieska","Pohjois-Pohjanmaa",869,-2.6
"85710","Parkkila","Haapajärvi","Pohjois-Pohjanmaa",866,-2.8
"85730","Tulppo","Haapajärvi","Pohjois-Pohjanmaa",865,-2.8
"93187","Ala-Siurua","Pudasjärvi","Pohjois-Pohjanmaa",865,-4.1
"91600","Utajärvi Keskus","Utajärvi","Pohjois-Pohjanmaa",864,-2.8
"91260","Pahkakoski-Räinä","Oulu","Pohjois-Pohjanmaa",862,-3.9
"91240","Tannila","Oulu","Pohjois-Pohjanmaa",861,-4
"85840","Kuona","Haapajärvi","Pohjois-Pohjanmaa",860,-2.4
"92240","Lasikangas","Raahe","Pohjois-Pohjanmaa",856,-3.8
"85200","Alavieska Keskus","Alavieska","Pohjois-Pohjanmaa",855,-2.2
"85230","Talus","Alavieska","Pohjois-Pohjanmaa",852,-2.7
"85470","Kiiskilampi","Sievi","Pohjois-Pohjanmaa",850,-3
"91310","Arkala","Oulu","Pohjois-Pohjanmaa",849,-3.9
"93170","Yli-Kollaja","Pudasjärvi","Pohjois-Pohjanmaa",848,-4.2
"93160","Hetejärvi","Pudasjärvi","Pohjois-Pohjanmaa",845,-4.2
"85980","Köyhänperä","Reisjärvi","Pohjois-Pohjanmaa",844,-2.7
"86850","Hiidenniemi","Pyhäjärvi","Pohjois-Pohjanmaa",843,-0.1
"92230","Mattilanperä","Raahe","Pohjois-Pohjanmaa",841,-3.9
"93420","Jurmu","Taivalkoski","Pohjois-Pohjanmaa",840,-3.9
"86980","Väliaho","Pyhäjärvi","Pohjois-Pohjanmaa",838,-0.5
"93780","Teeriranta","Kuusamo","Pohjois-Pohjanmaa",838,-4.5
"93225","Pärjänsuo","Pudasjärvi","Pohjois-Pohjanmaa",837,-4.1
"93400","Taivalkoski Keskus","Taivalkoski","Pohjois-Pohjanmaa",837,-3
"86790","Venetpalo","Kärsämäki","Pohjois-Pohjanmaa",836,-0.4
"92320","Siikajoki Keskus","Siikajoki","Pohjois-Pohjanmaa",836,-3.9
"92220","Piehinki","Raahe","Pohjois-Pohjanmaa",835,-3.9
"86480","Karhukangas","Haapavesi","Pohjois-Pohjanmaa",833,-0.4
"93180","Ikosenniemi","Pudasjärvi","Pohjois-Pohjanmaa",833,-4.3
"93240","Rytinki","Pudasjärvi","Pohjois-Pohjanmaa",831,-4.1
"93277","Iinattijärvi","Pudasjärvi","Pohjois-Pohjanmaa",825,-4.2
"93190","Yli-Siurua-Ikosenniemi","Pudasjärvi","Pohjois-Pohjanmaa",823,-4.4
"92930","Pyhäntä","Pyhäntä","Pohjois-Pohjanmaa",816,-4.2
"93290","Pintamo","Pudasjärvi","Pohjois-Pohjanmaa",816,-4.2
"92350","Revonlahti","Siikajoki","Pohjois-Pohjanmaa",813,-4.1
"86400","Vihanti Keskus","Raahe","Pohjois-Pohjanmaa",810,-0.4
"93470","Inget","Taivalkoski","Pohjois-Pohjanmaa",808,-4.1
"92530","Mankila","Siikalatva","Pohjois-Pohjanmaa",806,-4.3
"85940","Räisälänmäki","Reisjärvi","Pohjois-Pohjanmaa",803,-2.9
"93220","Livo","Pudasjärvi","Pohjois-Pohjanmaa",800,-4.3
"92400","Ruukki Keskus","Siikajoki","Pohjois-Pohjanmaa",790,-4.1
"86710","Kärsämäki Keskus","Kärsämäki","Pohjois-Pohjanmaa",788,-0.3
"93250","Sarajärvi","Pudasjärvi","Pohjois-Pohjanmaa",788,-4.4
"92330","Karinkanta","Siikajoki","Pohjois-Pohjanmaa",784,-4.3
"91620","Sanginkylä","Utajärvi","Pohjois-Pohjanmaa",781,-4.1
"92260","Kopsa","Raahe","Pohjois-Pohjanmaa",781,-4.4
"92500","Rantsila Keskus","Siikalatva","Pohjois-Pohjanmaa",777,-4.5
"91640","Särkijärvi","Utajärvi","Pohjois-Pohjanmaa",776,-4.1
"93440","Loukusa","Taivalkoski","Pohjois-Pohjanmaa",772,-4.3
"92700","Kestilä","Siikalatva","Pohjois-Pohjanmaa",770,-4.5
"85930","Kangaskylä-Tolpankangas","Reisjärvi","Pohjois-Pohjanmaa",768,-3.1
"92520","Sipola","Siikalatva","Pohjois-Pohjanmaa",756,-4.7
"92650","Laakkola","Siikalatva","Pohjois-Pohjanmaa",750,-4.3
"92620","Piippola Keskus","Siikalatva","Pohjois-Pohjanmaa",749,-4.3
"92640","Leskelä","Siikalatva","Pohjois-Pohjanmaa",747,-4.3
"91630","Juorkuna","Utajärvi","Pohjois-Pohjanmaa",745,-4.3
"92910","Tavastkenkä","Pyhäntä","Pohjois-Pohjanmaa",740,-4.8
"92610","Vorna","Siikalatva","Pohjois-Pohjanmaa",738,-4.4
"91670","Rokua","Utajärvi","Pohjois-Pohjanmaa",725,-4.5
"92440","Saarikoski","Siikajoki","Pohjois-Pohjanmaa",722,-4.5
"92450","Luohua","Siikajoki","Pohjois-Pohjanmaa",716,-4.6
"92470","Tuomioja","Siikajoki","Pohjois-Pohjanmaa",703,-4.7
"92920","Ahokylä","Pyhäntä","Pohjois-Pohjanmaa",703,-5.1
"92600","Pulkkila Keskus","Siikalatva","Pohjois-Pohjanmaa",699,-4.5
"93280","Syöte","Pudasjärvi","Pohjois-Pohjanmaa",698,-4.8
"85560","Ainastalo","Nivala","Pohjois-Pohjanmaa",644,-4.2
"92430","Paavola-Huumola","Siikajoki","Pohjois-Pohjanmaa",596,-5.3
"73310","Tahkovuori","Kuopio","Pohjois-Savo",3277,1.2
"70100","Kuopio Keskus","Kuopio","Pohjois-Savo",2760,2.5
"70840","Jynkänmäki","Kuopio","Pohjois-Savo",2695,1.3
"70110","Etu-Niirala","Kuopio","Pohjois-Savo",2671,3.1
"70300","Linnanpelto","Kuopio","Pohjois-Savo",2407,1.1
"70600","Niirala-Huuhanmäki","Kuopio","Pohjois-Savo",2308,1.3
"70820","Litmanen","Kuopio","Pohjois-Savo",2109,1.1
"70900","Toivala","Siilinjärvi","Pohjois-Savo",2028,-0.4
"70800","Pitkälahti","Kuopio","Pohjois-Savo",1999,-0.7
"70260","Julkula","Kuopio","Pohjois-Savo",1893,-0.7
"70150","Neulamäki","Kuopio","Pohjois-Savo",1886,0.7
"70620","Haapaniemi","Kuopio","Pohjois-Savo",1877,-0.3
"70700","Särkiniemi","Kuopio","Pohjois-Savo",1796,-0.6
"70200","Puijonlaakso","Kuopio","Pohjois-Savo",1788,0.1
"70780","Jynkkä","Kuopio","Pohjois-Savo",1783,-0.5
"70910","Vuorela","Siilinjärvi","Pohjois-Savo",1775,-0.9
"70500","Männistö","Kuopio","Pohjois-Savo",1697,-0.4
"70870","Hiltulanlahti","Kuopio","Pohjois-Savo",1694,-1.5
"70400","Kettulanlahti","Kuopio","Pohjois-Savo",1684,-0.5
"70240","Niuvaniemen Sairaala-alue","Kuopio","Pohjois-Savo",1681,-0.7
"70340","Inkilänmäki","Kuopio","Pohjois-Savo",1621,0.2
"70420","Päiväranta","Kuopio","Pohjois-Savo",1614,-0.8
"71800","Siilinjärvi Keskus","Siilinjärvi","Pohjois-Savo",1602,-2.1
"74100","Iisalmi Keskus, Eteläinen","Iisalmi","Pohjois-Savo",1563,-3.3
"71850","Leppäkaarre","Siilinjärvi","Pohjois-Savo",1531,-2.2
"70940","Jännevirta","Kuopio","Pohjois-Savo",1526,-2.2
"70280","Länsi-Puijo","Kuopio","Pohjois-Savo",1519,-0.5
"70460","Saarijärvi","Kuopio","Pohjois-Savo",1482,-0.6
"70210","Kuopion Keskussairaala-alue","Kuopio","Pohjois-Savo",1417,-2.6
"73360","Pajulahti","Kuopio","Pohjois-Savo",1354,-1.8
"73350","Haluna","Kuopio","Pohjois-Savo",1326,-2
"73320","Reittiö","Kuopio","Pohjois-Savo",1322,-2
"73300","Nilsiä Keskus","Kuopio","Pohjois-Savo",1285,-1.4
"74120","Iisalmi Keskus Pohjoinen","Iisalmi","Pohjois-Savo",1249,-4.9
"74130","Kihmula","Iisalmi","Pohjois-Savo",1242,-4.5
"71160","Riistavesi","Kuopio","Pohjois-Savo",1215,-3.4
"71310","Vehmersalmi Keskus","Kuopio","Pohjois-Savo",1215,-2.7
"71750","Maaninka Keskus","Maaninka","Pohjois-Savo",1121,-3.1
"71820","Pöljä","Siilinjärvi","Pohjois-Savo",1117,-3.3
"78310","Puurtila","Varkaus","Pohjois-Savo",1096,-2.4
"71890","Hamula","Siilinjärvi","Pohjois-Savo",1092,-3.4
"73100","Lapinlahti Keskus","Lapinlahti","Pohjois-Savo",1092,-2.5
"71840","Kuuslahti","Siilinjärvi","Pohjois-Savo",1082,-3.5
"71130","Kortejoki","Kuopio","Pohjois-Savo",1048,-3.7
"79100","Leppävirta Keskus","Leppävirta","Pohjois-Savo",1043,-3
"71150","Vartiala","Kuopio","Pohjois-Savo",1032,-3.8
"71170","Laukka-aho","Tuusniemi","Pohjois-Savo",1024,-3.8
"71610","Salonkulma","Kuopio","Pohjois-Savo",1011,-3.7
"71720","Käärmelahti","Maaninka","Pohjois-Savo",1009,-3.9
"73120","Nerkoo-Horsmanmäki","Lapinlahti","Pohjois-Savo",1001,-2.7
"71570","Syvänniemi","Kuopio","Pohjois-Savo",997,-3.8
"73110","Mäntylahti-Karvasalmi","Lapinlahti","Pohjois-Savo",994,-2.8
"71330","Räsälä","Kuopio","Pohjois-Savo",987,-3.8
"71910","Alapitkä","Lapinlahti","Pohjois-Savo",985,-3.8
"71870","Harjamäki","Siilinjärvi","Pohjois-Savo",982,-3
"74170","Soinlahti","Iisalmi","Pohjois-Savo",976,-6
"71730","Kinnulanlahti","Maaninka","Pohjois-Savo",973,-4.1
"71360","Litmaniemi","Kuopio","Pohjois-Savo",972,-3.9
"71380","Mustinlahti","Kuopio","Pohjois-Savo",961,-4
"74160","Koljonvirta","Iisalmi","Pohjois-Savo",960,-6.1
"71520","Kaislastenlahti","Kuopio","Pohjois-Savo",946,-4.1
"71920","Pajujärvi","Lapinlahti","Pohjois-Savo",944,-4.1
"71745","Haatala","Maaninka","Pohjois-Savo",943,-4.3
"78870","Kaura-Aho","Varkaus","Pohjois-Savo",939,-1.8
"71650","Hirvilahti-Salonkulma","Kuopio","Pohjois-Savo",933,-4.2
"74140","Ritoniemi","Iisalmi","Pohjois-Savo",929,-6.3
"71740","Tavinsalmi","Maaninka","Pohjois-Savo",926,-4.4
"77800","Iisvesi","Suonenjoki","Pohjois-Savo",924,-4.8
"71690","Varpasmaa","Maaninka","Pohjois-Savo",922,-4.2
"71680","Pulkonkoski-Saarinen","Maaninka","Pohjois-Savo",919,-4.3
"74150","Laidunmäki","Iisalmi","Pohjois-Savo",919,-6.3
"71960","Lukkarila","Lapinlahti","Pohjois-Savo",918,-4.3
"78850","Käpykangas","Varkaus","Pohjois-Savo",913,-2.8
"78400","Luttila","Varkaus","Pohjois-Savo",911,-2.9
"73770","Säyneinen-Ala-Siikajärvi","Juankoski","Pohjois-Savo",910,-3
"71775","Tuovilanlahti-Haatala","Maaninka","Pohjois-Savo",908,-4.5
"73830","Keski-Siikajärvi","Kuopio","Pohjois-Savo",908,-3
"73710","Viitaniemi","Juankoski","Pohjois-Savo",905,-3
"71660","Leinolanlahti","Maaninka","Pohjois-Savo",904,-4.4
"71950","Lammasaho","Kuopio","Pohjois-Savo",903,-4.4
"71760","Ahkionlahti-Vianta","Maaninka","Pohjois-Savo",899,-4.6
"71640","Talluskylä","Tervo","Pohjois-Savo",897,-4.4
"71670","Kurolanlahti","Maaninka","Pohjois-Savo",897,-4.4
"71480","Kurkimäki","Kuopio","Pohjois-Savo",896,-4.1
"74720","Niemiskylä","Kiuruvesi","Pohjois-Savo",888,-6.3
"78200","Varkaus Keskus","Varkaus","Pohjois-Savo",883,-2.8
"73810","Palonurmi-Aholansaari","Kuopio","Pohjois-Savo",881,-3.2
"77600","Suonenjoki Keskus","Suonenjoki","Pohjois-Savo",874,-5.8
"72100","Karttula Keskus","Kuopio","Pohjois-Savo",871,-3.9
"73500","Juankoski Keskus","Juankoski","Pohjois-Savo",870,-2.9
"78250","Päiviönsaari","Varkaus","Pohjois-Savo",870,-3.4
"74940","Remeskylä-Tihilänkangas","Kiuruvesi","Pohjois-Savo",867,-6.5
"77700","Rautalampi Keskus","Rautalampi","Pohjois-Savo",858,-4.9
"71460","Paukarlahti","Leppävirta","Pohjois-Savo",857,-4.3
"74630","Heinäkylä","Kiuruvesi","Pohjois-Savo",857,-6.5
"73230","Syvärinpää","Lapinlahti","Pohjois-Savo",854,-3.3
"72400","Pielavesi Keskus-Jylänki","Pielavesi","Pohjois-Savo",850,-4.1
"74420","Hernejärvi","Sonkajärvi","Pohjois-Savo",850,-6.6
"71210","Tuusjärvi","Tuusniemi","Pohjois-Savo",849,-4.4
"74610","Honkaranta","Kiuruvesi","Pohjois-Savo",848,-6.6
"74670","Rapakkojoki","Kiuruvesi","Pohjois-Savo",848,-6.6
"73600","Kaavi Keskus","Kaavi","Pohjois-Savo",847,-2.2
"73730","Losomäki","Juankoski","Pohjois-Savo",843,-3.5
"74680","Myllyniemi","Kiuruvesi","Pohjois-Savo",843,-6.6
"77630","Lempyy","Suonenjoki","Pohjois-Savo",842,-5.7
"73620","Kortteinen-Rasilampi","Kaavi","Pohjois-Savo",840,-2.9
"71240","Paakkila","Tuusniemi","Pohjois-Savo",837,-4.5
"73670","Luikonlahti","Kaavi","Pohjois-Savo",837,-3
"73850","Ala-Luosta-Riitasalo","Rautavaara","Pohjois-Savo",836,-3.5
"74520","Kirmanranta","Iisalmi","Pohjois-Savo",833,-6.6
"74770","Kalliokylä","Kiuruvesi","Pohjois-Savo",832,-6.8
"73470","Västinniemi","Juankoski","Pohjois-Savo",831,-3.2
"74230","Salahmi","Vieremä","Pohjois-Savo",830,-6.5
"78210","Kuoppakangas","Varkaus","Pohjois-Savo",828,-2.6
"74740","Aittojärvi","Kiuruvesi","Pohjois-Savo",826,-6.8
"77910","Vaajasalmi","Rautalampi","Pohjois-Savo",825,-5.4
"74640","Sulkavanjärvi","Kiuruvesi","Pohjois-Savo",823,-6.8
"77960","Pakarila","Rautalampi","Pohjois-Savo",822,-5.4
"74270","Kauppilanmäki","Vieremä","Pohjois-Savo",821,-6.6
"74510","Peltosalmi-Sourunsalo","Iisalmi","Pohjois-Savo",821,-6.1
"74840","Koppeloharju","Kiuruvesi","Pohjois-Savo",821,-6.8
"71490","Airaksela","Kuopio","Pohjois-Savo",820,-4.6
"77690","Suontee","Suonenjoki","Pohjois-Savo",820,-5.9
"78610","Kurola","Varkaus","Pohjois-Savo",820,-3.1
"72140","Itä-Karttula-Riuttasenpää","Kuopio","Pohjois-Savo",819,-4.2
"73250","Korpijärvi","Lapinlahti","Pohjois-Savo",819,-3.5
"73645","Niinivaara-Onnivaara","Kaavi","Pohjois-Savo",819,-3.1
"78480","Timola","Leppävirta","Pohjois-Savo",818,-3.3
"78900","Ruokokoski","Varkaus","Pohjois-Savo",816,-3.2
"74980","Tihilänkangas","Kiuruvesi","Pohjois-Savo",815,-6.9
"74470","Paloinen","Lapinlahti","Pohjois-Savo",814,-6.9
"71260","Juurikkamäki","Tuusniemi","Pohjois-Savo",813,-4.6
"74340","Sukeva-Kainuunmäki","Sonkajärvi","Pohjois-Savo",812,-7.1
"74360","Sonkakoski","Sonkajärvi","Pohjois-Savo",812,-7.1
"78500","Pitkälänniemi-Könönpelto","Varkaus","Pohjois-Savo",811,-2.9
"73640","Sivakkavaara","Kaavi","Pohjois-Savo",810,-3.1
"74595","Runni","Iisalmi","Pohjois-Savo",810,-6.8
"74700","Kiuruvesi Keskus","Kiuruvesi","Pohjois-Savo",810,-7
"72550","Säviä","Pielavesi","Pohjois-Savo",808,-4.2
"74300","Sonkajärvi Keskus","Sonkajärvi","Pohjois-Savo",807,-7.3
"74240","Marttisenjärvi","Vieremä","Pohjois-Savo",806,-6.7
"77930","Kerkonjoensuu","Rautalampi","Pohjois-Savo",803,-5.6
"74590","Kurenpolvi","Iisalmi","Pohjois-Savo",800,-6.9
"74540","Kotikylä","Iisalmi","Pohjois-Savo",793,-7
"78710","Akonlahti","Varkaus","Pohjois-Savo",792,-3.4
"74200","Vieremä Keskus","Vieremä","Pohjois-Savo",786,-6.8
"72210","Tervo Keskus-Eliaksela","Tervo","Pohjois-Savo",785,-4.3
"73990","Kangaslahti","Rautavaara","Pohjois-Savo",785,-3.4
"73410","Pieksänkoski","Kuopio","Pohjois-Savo",784,-3.5
"72710","Vaaraslahti","Pielavesi","Pohjois-Savo",780,-4.4
"74345","Kalliosuo","Sonkajärvi","Pohjois-Savo",780,-7.4
"73200","Varpaisjärvi Keskus","Lapinlahti","Pohjois-Savo",778,-3.4
"72600","Keitele Keskus","Keitele","Pohjois-Savo",772,-4.3
"74550","Pörsänmäki","Iisalmi","Pohjois-Savo",771,-7.1
"72430","Kumpula","Pielavesi","Pohjois-Savo",769,-4.6
"72530","Säviäntaipale","Pielavesi","Pohjois-Savo",768,-4.5
"71280","Kosula","Tuusniemi","Pohjois-Savo",767,-4.9
"72810","Jylhänkylä","Pielavesi","Pohjois-Savo",766,-4.5
"72570","Vuorikylä","Pielavesi","Pohjois-Savo",764,-4.6
"77770","Myhinpää","Rautalampi","Pohjois-Savo",762,-5.9
"72220","Eliaksela","Tervo","Pohjois-Savo",760,-4.5
"72630","Kuusela-Rajala","Keitele","Pohjois-Savo",760,-4.5
"72950","Porttila","Keitele","Pohjois-Savo",757,-4.6
"72930","Tossavanlahti","Keitele","Pohjois-Savo",749,-4.7
"74490","Koirakoski","Sonkajärvi","Pohjois-Savo",748,-7.4
"79480","Kangaslampi Keskus","Varkaus","Pohjois-Savo",744,-4.3
"79140","Kotalahti","Leppävirta","Pohjois-Savo",742,-4.3
"79150","Konnuslahti-Valkeamäki","Leppävirta","Pohjois-Savo",742,-4.3
"72510","Jokijärvi","Pielavesi","Pohjois-Savo",741,-4.7
"72840","Saarela","Pielavesi","Pohjois-Savo",741,-4.7
"72350","Pienola","Vesanto","Pohjois-Savo",739,-4.6
"72740","Laukkala","Pielavesi","Pohjois-Savo",739,-4.8
"74250","Nissilä","Vieremä","Pohjois-Savo",738,-7.3
"72310","Niinivesi","Vesanto","Pohjois-Savo",737,-4.6
"72330","Tiitilänkylä","Vesanto","Pohjois-Savo",737,-4.6
"72980","Petäjäkylä","Pielavesi","Pohjois-Savo",735,-4.8
"79180","Tuppurinmäki","Leppävirta","Pohjois-Savo",735,-4.3
"79255","Kurjala-Moninmäki","Leppävirta","Pohjois-Savo",732,-4.4
"79410","Niinimäki","Leppävirta","Pohjois-Savo",729,-4.4
"79265","Puponmäki","Leppävirta","Pohjois-Savo",727,-4.4
"72380","Horontaipale","Vesanto","Pohjois-Savo",726,-4.7
"79160","Saamaiskylä","Leppävirta","Pohjois-Savo",726,-4.4
"73970","Riitasalo","Rautavaara","Pohjois-Savo",723,-3.8
"72490","Saarinen","Maaninka","Pohjois-Savo",722,-5
"79330","Näädänmaa","Leppävirta","Pohjois-Savo",721,-4.4
"79230","Moninmäki","Leppävirta","Pohjois-Savo",720,-4.4
"74380","Jyrkkä","Sonkajärvi","Pohjois-Savo",715,-8
"75680","Ylä-Luosta","Rautavaara","Pohjois-Savo",714,-1.9
"72360","Närhilä","Vesanto","Pohjois-Savo",713,-4.8
"79190","Valkeamäki","Leppävirta","Pohjois-Savo",709,-4.5
"79520","Viljolahti","Varkaus","Pohjois-Savo",709,-4.5
"79350","Itä-Soisalo","Leppävirta","Pohjois-Savo",697,-4.6
"71200","Tuusniemi Keskus","Tuusniemi","Pohjois-Savo",692,-4.8
"73460","Muuruvesi","Juankoski","Pohjois-Savo",677,-3.6
"71470","Oravikoski","Leppävirta","Pohjois-Savo",670,-4.9
"78300","Kommila","Varkaus","Pohjois-Savo",664,-1.1
"72300","Vesanto Keskus","Vesanto","Pohjois-Savo",646,-5.1
"79130","Sorsakoski","Leppävirta","Pohjois-Savo",617,-4.6
"73900","Rautavaara Keskus","Rautavaara","Pohjois-Savo",597,-4.2
"15900","Jalkaranta","Lahti","Päijät-Häme",2761,1.4
"15140","Kartano-Paavola","Lahti","Päijät-Häme",2742,2.9
"15110","Keski-Lahti","Lahti","Päijät-Häme",2596,1.9
"15160","Kolava","Lahti","Päijät-Häme",2423,0.8
"15100","Lahti Asemanseutu","Lahti","Päijät-Häme",2355,2.4
"15850","Likolampi","Lahti","Päijät-Häme",2105,-0.8
"15610","Laune-Nikkilä","Lahti","Päijät-Häme",1924,-1.2
"15150","Möysä","Lahti","Päijät-Häme",1901,1.6
"15340","Kunnas-Hiekkanummi","Lahti","Päijät-Häme",1882,-1.8
"15270","Kukkila","Hollola","Päijät-Häme",1876,-1.1
"15800","Kärpänen","Lahti","Päijät-Häme",1725,-0.2
"15870","Salpakangas","Hollola","Päijät-Häme",1694,-1.2
"15700","Hennala-Jokimaa","Lahti","Päijät-Häme",1685,-0.6
"15950","Kiikkula","Lahti","Päijät-Häme",1683,-1.5
"15320","Ahtiala","Lahti","Päijät-Häme",1669,-3.1
"15680","Renkomäki-Ämmälä","Lahti","Päijät-Häme",1641,-1.9
"15540","Villähde","Nastola","Päijät-Häme",1631,-2.5
"15810","Kasakkamäki","Lahti","Päijät-Häme",1613,-1.5
"15300","Myllypohja-Koiskala","Lahti","Päijät-Häme",1513,-1.9
"15230","Kytölä","Lahti","Päijät-Häme",1510,-0.5
"15200","Kiveriö","Lahti","Päijät-Häme",1502,-0.1
"15520","Saksala","Lahti","Päijät-Häme",1496,-1.9
"15210","Kivistönmäki","Lahti","Päijät-Häme",1463,-0.6
"15820","Okeroinen","Hollola","Päijät-Häme",1424,-2.5
"16610","Kärkölä kk","Kärkölä","Päijät-Häme",1408,-1.8
"15880","Soramäki","Hollola","Päijät-Häme",1374,-2.9
"15840","Riihelä","Lahti","Päijät-Häme",1361,-2.1
"15460","Mäkelä","Nastola","Päijät-Häme",1353,-3
"16300","Orimattila Keskus","Orimattila","Päijät-Häme",1310,-3
"15170","Tenava-Tonttila","Lahti","Päijät-Häme",1303,-0.7
"18100","Heinola Keskus","Heinola","Päijät-Häme",1282,-4.1
"15240","Mukkula","Lahti","Päijät-Häme",1280,-1.8
"17200","Vääksy Keskus","Asikkala","Päijät-Häme",1279,-2.2
"15860","Kartano","Hollola","Päijät-Häme",1261,-2.6
"15830","Metsäkangas","Lahti","Päijät-Häme",1248,-1.9
"15580","Ruuhijärvi","Nastola","Päijät-Häme",1183,-4.5
"17110","Sipilä","Hollola","Päijät-Häme",1176,-2.3
"16600","Järvelä","Kärkölä","Päijät-Häme",1146,-2.2
"15550","Rakokivi","Nastola","Päijät-Häme",1142,-3.9
"15560","Nastola kk","Nastola","Päijät-Häme",1142,-4
"15500","Liipola","Lahti","Päijät-Häme",1102,-3.5
"16320","Pennala","Orimattila","Päijät-Häme",1080,-3.6
"18120","Reumasairaala-alue","Heinola","Päijät-Häme",1078,-5.6
"16670","Lappila","Kärkölä","Päijät-Häme",1073,-3
"16630","Tennilä","Hollola","Päijät-Häme",1072,-3
"17130","Vesivehmaa","Asikkala","Päijät-Häme",1059,-2.9
"16310","Virenoja","Orimattila","Päijät-Häme",1038,-3.9
"16800","Hämeenkoski","Hämeenkoski","Päijät-Häme",1035,-3.6
"17440","Vähimaa","Asikkala","Päijät-Häme",1033,-3.1
"17120","Paimela","Hollola","Päijät-Häme",1027,-3.1
"17430","Kurhila","Asikkala","Päijät-Häme",1004,-3.3
"17240","Kalkkinen","Asikkala","Päijät-Häme",1003,-3.4
"16330","Heinämaa","Orimattila","Päijät-Häme",988,-4.2
"17470","Maakeski","Padasjoki","Päijät-Häme",988,-3.4
"17220","Pietilä","Asikkala","Päijät-Häme",986,-3.6
"16350","Niinikoski","Orimattila","Päijät-Häme",983,-4.2
"17410","Viitaila","Asikkala","Päijät-Häme",972,-3.5
"16390","Pakaa","Orimattila","Päijät-Häme",971,-4.3
"17450","Iso-Äiniö-Vähimaa","Asikkala","Päijät-Häme",968,-3.5
"17150","Urajärvi","Asikkala","Päijät-Häme",966,-3.5
"17500","Padasjoki Keskus","Padasjoki","Päijät-Häme",962,-2.5
"17320","Asikkala","Asikkala","Päijät-Häme",960,-3.6
"17510","Nyystölä","Padasjoki","Päijät-Häme",957,-3.1
"17530","Arrakoski","Padasjoki","Päijät-Häme",952,-3.1
"16450","Mallusjoki","Orimattila","Päijät-Häme",951,-3.9
"16730","Kutajärvi","Hollola","Päijät-Häme",950,-3.8
"17610","Auttoinen","Padasjoki","Päijät-Häme",943,-3.7
"16270","Villikkala","Orimattila","Päijät-Häme",922,-4
"16280","Kuivanto","Orimattila","Päijät-Häme",922,-4
"17630","Vesijako","Padasjoki","Päijät-Häme",917,-3.9
"17710","Torittu","Padasjoki","Päijät-Häme",905,-4
"16710","Hollola kk","Hollola","Päijät-Häme",894,-3.9
"17740","Kasiniemi-Torittu","Padasjoki","Päijät-Häme",890,-4.1
"16260","Hietana","Orimattila","Päijät-Häme",889,-4.3
"16230","Artjärvi Kirkonkylä","Orimattila","Päijät-Häme",888,-4.3
"16200","Artjärvi Keskus","Orimattila","Päijät-Häme",876,-4.2
"16510","Luhtikylä","Orimattila","Päijät-Häme",876,-4.2
"16540","Mertie","Kärkölä","Päijät-Häme",871,-4.3
"16790","Manskivi","Hollola","Päijät-Häme",867,-4.4
"19110","Vierumäki taajama","Heinola","Päijät-Häme",861,-5.9
"19700","Sysmä Keskus","Sysmä","Päijät-Häme",858,-5.4
"19120","Vierumäki urheiluopisto","Heinola","Päijät-Häme",851,-5.9
