"pnro","nimi","kunta","maakunta","hinta2016","trendi2016"
"58200","Kerimäki Keskus","Savonlinna","Etelä-Savo",945,-3.8
"51620","Pitkäaho","Mikkeli","Etelä-Savo",943,-4.1
"51760","Nuutilanmäki","Juva","Etelä-Savo",942,-4.1
"51270","Kutemajärvi","Kangasniemi","Etelä-Savo",939,-3.8
"51450","Pajulankylä","Mikkeli","Etelä-Savo",939,-4.2
"52830","Suomenniemi","Mikkeli","Etelä-Savo",939,-4.7
"52780","Kuomiokoski","Mikkeli","Etelä-Savo",938,-4.5
"51940","Härkälä","Juva","Etelä-Savo",936,-4.5
"52760","Mynttilä","Mäntyharju","Etelä-Savo",936,-4.5
"51440","Vuojalahti","Kangasniemi","Etelä-Savo",935,-4.2
"51340","Hännilä-Särkiharju","Kangasniemi","Etelä-Savo",934,-4.2
"51880","Koikkala","Juva","Etelä-Savo",934,-4.2
"52720","Karankamäki-Koirakivi","Mäntyharju","Etelä-Savo",932,-4.6
"51850","Vuorenmaa","Juva","Etelä-Savo",931,-4.2
"51460","Luusniemi","Kangasniemi","Etelä-Savo",929,-4.2
"52960","Nurmaa","Mäntyharju","Etelä-Savo",928,-4.7
"51130","Vanhamäki","Mikkeli","Etelä-Savo",927,-4.2
"51540","Kalvitsa","Mikkeli","Etelä-Savo",927,-4.3
"51780","Kuosmala","Juva","Etelä-Savo",926,-4.3
"76130","Pappilanmäki","Pieksämäki","Etelä-Savo",924,-9.4
"52970","Pankalahti-Ahvenainen","Mäntyharju","Etelä-Savo",919,-4.8
"51980","Lauteala","Juva","Etelä-Savo",918,-4.6
"52740","Tuustaipale","Mäntyharju","Etelä-Savo",918,-4.7
"51430","Läsäkoski","Kangasniemi","Etelä-Savo",917,-4.3
"51670","Nykälä","Mikkeli","Etelä-Savo",912,-4.4
"57230","Inkerinkylä","Savonlinna","Etelä-Savo",912,-4.5
"52920","Voikoski","Mäntyharju","Etelä-Savo",902,-4.9
"51360","Koivula-Synsiö","Kangasniemi","Etelä-Savo",900,-4.4
"51310","Levä","Kangasniemi","Etelä-Savo",899,-4.5
"52850","Halmeniemi","Mäntyharju","Etelä-Savo",897,-5
"52730","Koirakivi","Mäntyharju","Etelä-Savo",896,-4.8
"51890","Risulahti","Juva","Etelä-Savo",883,-4.6
"52980","Ahvenainen","Mäntyharju","Etelä-Savo",882,-5.1
"52890","Käävänkylä","Mäntyharju","Etelä-Savo",876,-5.1
"52620","Kuitula","Hirvensalmi","Etelä-Savo",872,-5.2
"52700","Mäntyharju Keskus","Mäntyharju","Etelä-Savo",872,-4.5
"52270","Ryhälä","Puumala","Etelä-Savo",858,-5
"52230","Hurissalo","Puumala","Etelä-Savo",854,-5.1
"57220","Haka-alue-Viuhonmäki","Savonlinna","Etelä-Savo",850,-2.4
"58500","Punkasalmi","Savonlinna","Etelä-Savo",848,-4.9
"76940","Nenonpelto","Pieksämäki","Etelä-Savo",847,-9.3
"77350","Montola","Pieksämäki","Etelä-Savo",837,-5.3
"76850","Naarajärvi","Pieksämäki","Etelä-Savo",826,-10.2
"77240","Halkokumpu","Pieksämäki","Etelä-Savo",825,-5.4
"58410","Haapakallio","Savonlinna","Etelä-Savo",824,-4.4
"77460","Maavesi","Joroinen","Etelä-Savo",820,-5.5
"76620","Pyhitty","Pieksämäki","Etelä-Savo",817,-9.6
"77330","Virtasalmi Keskus","Pieksämäki","Etelä-Savo",813,-5.5
"58220","Louhi","Savonlinna","Etelä-Savo",812,-4.5
"77430","Siikamäki","Pieksämäki","Etelä-Savo",809,-5.5
"76280","Partaharju","Pieksämäki","Etelä-Savo",805,-9.7
"77320","Hurskaala","Pieksämäki","Etelä-Savo",803,-5.6
"77380","Kantala","Mikkeli","Etelä-Savo",803,-5.6
"52200","Puumala Keskus","Puumala","Etelä-Savo",799,-5.3
"78880","Kuvansi","Joroinen","Etelä-Savo",797,-3.5
"76780","Lamminmäki","Pieksämäki","Etelä-Savo",790,-9.9
"77220","Neuvola","Pieksämäki","Etelä-Savo",787,-5.7
"77120","Venetmäki","Pieksämäki","Etelä-Savo",777,-5.8
"58420","Silvola","Savonlinna","Etelä-Savo",776,-4.7
"58550","Putikko","Savonlinna","Etelä-Savo",775,-5
"58450","Punkaharju","Savonlinna","Etelä-Savo",771,-4.7
"77480","Savuniemi","Joroinen","Etelä-Savo",771,-5.8
"76150","Länsirinne","Pieksämäki","Etelä-Savo",770,-9.6
"58430","Kulennoinen","Savonlinna","Etelä-Savo",768,-4.8
"77140","Huumala","Pieksämäki","Etelä-Savo",767,-5.9
"77110","Paltanen","Pieksämäki","Etelä-Savo",765,-5.9
"58910","Rantasalmi Asemanseutu","Rantasalmi","Etelä-Savo",757,-4.8
"76120","Kotiopuisto","Pieksämäki","Etelä-Savo",752,-9.4
"76100","Pieksämäki Keskus","Pieksämäki","Etelä-Savo",748,-11.4
"58260","Kumpuranta","Savonlinna","Etelä-Savo",743,-5
"77580","Tihusniemi","Pieksämäki","Etelä-Savo",739,-5.9
"58810","Kallislahti","Savonlinna","Etelä-Savo",734,-5
"77520","Haapakoski-Partaharju","Pieksämäki","Etelä-Savo",733,-5.9
"79810","Karvion kanava","Heinävesi","Etelä-Savo",731,-4.4
"58830","Parkumäki","Rantasalmi","Etelä-Savo",729,-5
"79820","Varistaipale","Heinävesi","Etelä-Savo",729,-4.4
"58520","Hiukkajoki","Savonlinna","Etelä-Savo",727,-5.4
"19470","Lihavanpää-Hartosenpää","Pertunmaa","Etelä-Savo",725,-6.5
"58570","Ruhvana","Savonlinna","Etelä-Savo",724,-5.4
"58850","Hiltula","Rantasalmi","Etelä-Savo",724,-5.1
"19430","Pertunmaa Keskus","Pertunmaa","Etelä-Savo",723,-6.1
"79830","Palokki","Heinävesi","Etelä-Savo",723,-4.4
"79660","Kerisalo","Joroinen","Etelä-Savo",722,-4.1
"79630","Kolma","Joroinen","Etelä-Savo",721,-4.1
"79620","Huutokoski","Joroinen","Etelä-Savo",720,-4.1
"58580","Vuoriniemi","Savonlinna","Etelä-Savo",719,-5.4
"58920","Kolkontaipale","Rantasalmi","Etelä-Savo",719,-5.1
"58940","Tuusmäki","Rantasalmi","Etelä-Savo",717,-5.1
"19420","Mansikkamäki","Pertunmaa","Etelä-Savo",715,-6.6
"19480","Hartosenpää","Pertunmaa","Etelä-Savo",715,-6.6
"58160","Karvila","Enonkoski","Etelä-Savo",713,-5.1
"79940","Vihtari-Poikiinaho","Heinävesi","Etelä-Savo",712,-4.5
"58150","Makkola","Savonlinna","Etelä-Savo",711,-5.1
"79910","Kerma","Heinävesi","Etelä-Savo",711,-4.5
"79860","Suuraho - Uusi-Valamo","Heinävesi","Etelä-Savo",708,-4.5
"58610","Telakanava","Sulkava","Etelä-Savo",707,-5.2
"58900","Rantasalmi Keskus","Rantasalmi","Etelä-Savo",706,-5.2
"58170","Simanala","Enonkoski","Etelä-Savo",703,-5.2
"79895","Sarvikumpu","Heinävesi","Etelä-Savo",701,-4.6
"58620","Lohilahti","Sulkava","Etelä-Savo",695,-5.3
"77570","Jäppilä Keskus","Pieksämäki","Etelä-Savo",695,-5.9
"79700","Heinävesi Keskus","Heinävesi","Etelä-Savo",692,-5.3
"79885","Etelä-Petruma","Heinävesi","Etelä-Savo",690,-4.7
"19460","Ruorasmäki","Pertunmaa","Etelä-Savo",689,-6.8
"79680","Lahnalahti","Joroinen","Etelä-Savo",682,-4.4
"79690","Kaitainen","Joroinen","Etelä-Savo",682,-4.4
"58650","Kiviapaja","Savonlinna","Etelä-Savo",678,-5.4
"79600","Joroinen Keskus","Joroinen","Etelä-Savo",677,-3.8
"58130","Oravi","Savonlinna","Etelä-Savo",676,-5.4
"58175","Enonkoski Keskus","Enonkoski","Etelä-Savo",675,-5.2
"58770","Pihlajalahti","Savonlinna","Etelä-Savo",672,-5.6
"58690","Ala-Särkilahti-Piojärvi","Savonlinna","Etelä-Savo",671,-5.5
"58680","Piojärvi","Savonlinna","Etelä-Savo",665,-5.5
"58360","Säimen","Savonlinna","Etelä-Savo",664,-5.3
"58720","Kaartilankoski","Sulkava","Etelä-Savo",664,-5.6
"58320","Raikuu","Savonlinna","Etelä-Savo",659,-5.3
"58140","Ahvensalmi","Savonlinna","Etelä-Savo",649,-5.6
"19410","Kuortti","Pertunmaa","Etelä-Savo",648,-7
"58390","Rönkönvaara","Savonlinna","Etelä-Savo",646,-5.4
"58180","Ihamaniemi","Enonkoski","Etelä-Savo",639,-5.7
"58300","Savonranta Keskus","Savonlinna","Etelä-Savo",632,-5.4
"58700","Sulkava Keskus","Sulkava","Etelä-Savo",595,-6.1
"88610","Vuokatti","Sotkamo","Kainuu",1711,-3
"87100","Kajaani Keskus","Kajaani","Kainuu",1553,-1.8
"87250","Kättö-Kätönlahti","Kajaani","Kainuu",1540,-3.7
"87200","Teppana","Kajaani","Kainuu",1433,-3.6
"88600","Sotkamo Keskus","Sotkamo","Kainuu",1387,-4.4
"87700","Lohtaja-Kettu","Kajaani","Kainuu",1316,-2.9
"87150","Purola","Kajaani","Kainuu",1204,-2.9
"87830","Nakertaja","Kajaani","Kainuu",1204,-3.4
"87400","Petäisenniska","Kajaani","Kainuu",1149,-2.9
"88640","Ontojoki","Sotkamo","Kainuu",1139,-5.1
"88620","Korholanmäki","Sotkamo","Kainuu",1130,-5.2
"87300","Palokangas","Kajaani","Kainuu",1128,-2.2
"88670","Juurikkalahti-Maanselkä","Sotkamo","Kainuu",1113,-5.3
"87910","Linnantaus","Kajaani","Kainuu",1106,-4
"87500","Lehtikangas","Kajaani","Kainuu",1098,-4.2
"87850","Paltaniemi","Kajaani","Kainuu",1083,-4.2
"87950","Kuluntalahti","Kajaani","Kainuu",1054,-4.4
"87930","Salmijärvi","Kajaani","Kainuu",1043,-4.5
"88690","Maanselkä","Sotkamo","Kainuu",1022,-6.1
"87970","Jormua","Kajaani","Kainuu",1009,-4.7
"88470","Kontiomäki","Paltamo","Kainuu",1005,-4.9
"91710","Jylhämä","Vaala","Kainuu",966,-3
"88440","Jokikylä","Ristijärvi","Kainuu",959,-5.2
"88490","Pohjavaara","Sotkamo","Kainuu",945,-5.3
"87800","Vuoreslahti","Kajaani","Kainuu",939,-5.2
"91790","Nuojua","Vaala","Kainuu",923,-3.2
"88900","Kuhmo Keskus","Kuhmo","Kainuu",919,-6.3
"88400","Ristijärvi Keskus-Hiisijärvi","Ristijärvi","Kainuu",904,-5.6
"88820","Katerma","Kuhmo","Kainuu",901,-5.7
"88530","Paakki","Sotkamo","Kainuu",891,-5.7
"87900","Karankalahti","Kajaani","Kainuu",889,-5.6
"88930","Lentiira-Kuumu","Kuhmo","Kainuu",878,-6.2
"91780","Neittävä","Vaala","Kainuu",862,-3.7
"88940","Kuumu","Kuhmo","Kainuu",852,-6.5
"88760","Iivantiira","Kuhmo","Kainuu",851,-6
"91730","Kankari","Vaala","Kainuu",839,-3.8
"88730","Ylä-Vieksi","Kuhmo","Kainuu",838,-6.1
"91760","Säräisniemi","Vaala","Kainuu",837,-3.8
"88740","Härmänkylä-Iivantiira","Kuhmo","Kainuu",830,-6.2
"88380","Mieslahti","Paltamo","Kainuu",824,-5.7
"88120","Tuhkakylä","Sotkamo","Kainuu",823,-6.3
"88460","Hiisijärvi","Ristijärvi","Kainuu",819,-6.3
"91740","Jaalanka-Liminpuro","Vaala","Kainuu",816,-4
"88310","Melalahti","Paltamo","Kainuu",811,-5.8
"88270","Vuolijoki Keskus","Kajaani","Kainuu",802,-5.9
"91700","Vaala Keskus-Oterma","Vaala","Kainuu",796,-3.8
"91750","Liminpuro","Vaala","Kainuu",783,-4.3
"89600","Ämmänsaari","Suomussalmi","Kainuu",766,-4.2
"91720","Oterma","Vaala","Kainuu",759,-4.5
"92810","Pelsonsuo","Vaala","Kainuu",759,-4.5
"88350","Kivesjärvi","Paltamo","Kainuu",757,-6.2
"92830","Veneheitto","Vaala","Kainuu",750,-4.6
"88340","Manamansalo","Vaala","Kainuu",709,-6.5
"89610","Jumaliskylä","Suomussalmi","Kainuu",708,-4.1
"89640","Pesiökylä","Suomussalmi","Kainuu",707,-4.1
"74390","Laakajärvi","Sotkamo","Kainuu",705,-8.1
"89400","Hyrynsalmi Keskus","Hyrynsalmi","Kainuu",669,-4.2
"88300","Paltamo Keskus","Paltamo","Kainuu",668,-6
"89670","Näljänkä","Suomussalmi","Kainuu",662,-4.5
"89680","Vaaranniva","Suomussalmi","Kainuu",659,-4.5
"89660","Takalo","Suomussalmi","Kainuu",657,-4.5
"88200","Otanmäki-Kytökoski","Kajaani","Kainuu",651,-6.3
"89440","Sakara","Suomussalmi","Kainuu",651,-4.3
"89140","Kotila-Törmänmäki","Puolanka","Kainuu",639,-4.4
"89430","Hoikka","Hyrynsalmi","Kainuu",639,-4.4
"89540","Moisiovaara","Hyrynsalmi","Kainuu",634,-4.4
"89320","Joukokylä","Puolanka","Kainuu",633,-4.5
"89740","Kianta","Suomussalmi","Kainuu",623,-4.5
"89560","Karhuvaara","Hyrynsalmi","Kainuu",616,-4.6
"89780","Kaikkonen","Suomussalmi","Kainuu",616,-4.6
"89920","Ruhtinansalmi","Suomussalmi","Kainuu",610,-4.6
"89330","Suolijärvi","Puolanka","Kainuu",604,-4.7
"89110","Törmänmäki","Puolanka","Kainuu",603,-4.7
"89730","Ahjola","Suomussalmi","Kainuu",602,-4.7
"89760","Piispajärvi-Peranka-Kaikkoinen","Suomussalmi","Kainuu",602,-4.7
"89770","Peranka","Suomussalmi","Kainuu",584,-4.8
"89830","Ala-Vuokki","Suomussalmi","Kainuu",582,-4.5
"89200","Puolanka Keskus","Puolanka","Kainuu",548,-4.6
"89210","Puokiovaara","Puolanka","Kainuu",538,-4.9
"89840","Ylä-Vuokki","Suomussalmi","Kainuu",519,-4.9
"89800","Suomussalmi Keskus","Suomussalmi","Kainuu",505,-4.9
"13200","Keinusaari","Hämeenlinna","Kanta-Häme",2456,1.2
"13100","Hämeenlinna Keskus","Hämeenlinna","Kanta-Häme",2359,1.2
"13220","Sairio","Hämeenlinna","Kanta-Häme",2353,0.8
"13130","Kauriala","Hämeenlinna","Kanta-Häme",2152,0.9
"13270","Ruununmylly","Hämeenlinna","Kanta-Häme",2152,-1
"13300","Käikälä","Hämeenlinna","Kanta-Häme",1900,-0.2
"13880","Rahkoila","Hattula","Kanta-Häme",1840,-1.2
"13210","Hätilä","Hämeenlinna","Kanta-Häme",1804,-1.8
"13720","Parola","Hattula","Kanta-Häme",1795,-0.1
"13500","Jukola","Hämeenlinna","Kanta-Häme",1790,-0.7
"11910","Lasi-Kumela","Riihimäki","Kanta-Häme",1785,-1.2
"13800","Katinala","Hattula","Kanta-Häme",1781,-0.8
"11710","Herajoki","Riihimäki","Kanta-Häme",1753,-1.9
"11100","Riihimäki Keskus","Riihimäki","Kanta-Häme",1737,-1.6
"11130","Peltosaari-Patastenmäki","Riihimäki","Kanta-Häme",1695,-0.3
"13700","Parolannummi","Hattula","Kanta-Häme",1654,-1
"13430","Hattelmala","Hämeenlinna","Kanta-Häme",1630,-1.9
"13600","Ojoinen","Hämeenlinna","Kanta-Häme",1570,-1.2
"13900","Pekola","Hattula","Kanta-Häme",1555,-1.8
"13330","Harviala","Janakkala","Kanta-Häme",1552,-1.8
"11120","Pohjois-Riihimäki","Riihimäki","Kanta-Häme",1520,-2.9
"30100","Forssa Keskus","Forssa","Kanta-Häme",1422,0.9
"11310","Taka-Kasarmi","Riihimäki","Kanta-Häme",1419,-2
"12700","Loppi kk","Loppi","Kanta-Häme",1408,-2.1
"14200","Turenki","Janakkala","Kanta-Häme",1353,-3.8
"14330","Kaloinen","Hämeenlinna","Kanta-Häme",1335,-3.5
"12540","Launonen","Loppi","Kanta-Häme",1296,-2.3
"13250","Katuma","Hämeenlinna","Kanta-Häme",1290,-1.5
"12310","Ryttylä","Hausjärvi","Kanta-Häme",1266,-2.8
"14610","Lepaa","Hattula","Kanta-Häme",1256,-3.9
"14500","Iittala","Hämeenlinna","Kanta-Häme",1237,-4.5
"12520","Kormu","Loppi","Kanta-Häme",1218,-2.5
"14820","Syrjäntaka","Hämeenlinna","Kanta-Häme",1218,-4.2
"14810","Pohjoinen","Hämeenlinna","Kanta-Häme",1215,-4.2
"14300","Renko kk","Hämeenlinna","Kanta-Häme",1210,-4.3
"31300","Tammela Keskus","Tammela","Kanta-Häme",1209,-3.3
"14530","Leteensuo","Hattula","Kanta-Häme",1208,-4.4
"14240","Väli-Janakkala","Janakkala","Kanta-Häme",1203,-4.5
"12100","Oitti","Hausjärvi","Kanta-Häme",1202,-2.2
"12240","Hikiä","Hausjärvi","Kanta-Häme",1195,-2
"14770","Eteläinen","Hämeenlinna","Kanta-Häme",1194,-4.1
"30420","Tölö","Forssa","Kanta-Häme",1192,-0.6
"14620","Tyrväntö","Hattula","Kanta-Häme",1191,-4.3
"13110","Kantola","Hämeenlinna","Kanta-Häme",1189,-2.2
"14840","Sairiala","Hämeenlinna","Kanta-Häme",1188,-4.4
"14370","Lukana","Hämeenlinna","Kanta-Häme",1187,-4.4
"14680","Alvettula","Hämeenlinna","Kanta-Häme",1171,-4.5
"14140","Jokimaa","Janakkala","Kanta-Häme",1161,-4.5
"12640","Joentaka","Loppi","Kanta-Häme",1150,-2.9
"14870","Juttila","Hämeenlinna","Kanta-Häme",1150,-4.6
"14700","Hauho kk","Hämeenlinna","Kanta-Häme",1138,-4.2
"12210","Hausjärvi kk","Hausjärvi","Kanta-Häme",1133,-2.8
"12400","Tervakoski","Janakkala","Kanta-Häme",1128,-2.5
"12380","Leppäkoski","Janakkala","Kanta-Häme",1120,-3.4
"14690","Torvoila","Hämeenlinna","Kanta-Häme",1105,-4.9
"12630","Sajaniemi","Loppi","Kanta-Häme",1100,-3.2
"12130","Mommila","Hausjärvi","Kanta-Häme",1095,-3.1
"12750","Pilpala","Loppi","Kanta-Häme",1089,-3.5
"12350","Turkhauta","Hausjärvi","Kanta-Häme",1087,-3.6
"12450","Vähikkälä","Janakkala","Kanta-Häme",1087,-3
"14930","Sappee","Hämeenlinna","Kanta-Häme",1087,-5
"31600","Jokioinen Keskus","Jokioinen","Kanta-Häme",1082,-3.8
"12170","Hietoinen","Hausjärvi","Kanta-Häme",1063,-3.3
"14430","Vuohiniemi","Hattula","Kanta-Häme",1060,-5.2
"14450","Rimmilä","Hämeenlinna","Kanta-Häme",1058,-5.2
"12920","Topeno","Loppi","Kanta-Häme",1055,-3.5
"12950","Vojakkala-Eerolankulma","Loppi","Kanta-Häme",1033,-3.6
"12820","Räyskälä","Loppi","Kanta-Häme",1003,-3.8
"31310","Mustiala","Tammela","Kanta-Häme",1001,-4.2
"12600","Läyliäinen","Loppi","Kanta-Häme",997,-3.6
"16900","Lammi kk","Hämeenlinna","Kanta-Häme",965,-4.3
"16980","Ronni","Hämeenlinna","Kanta-Häme",963,-4.1
"31340","Porras","Tammela","Kanta-Häme",957,-4.4
"32100","Ypäjä Keskus","Ypäjä","Kanta-Häme",957,-1.5
"16960","Iso-Evo","Hämeenlinna","Kanta-Häme",944,-4.2
"31380","Letku-Torro","Tammela","Kanta-Häme",935,-4.6
"31370","Eerikkilän Urheiluopisto","Tammela","Kanta-Häme",921,-4.7
"31350","Vistinkoski","Tammela","Kanta-Häme",899,-4.8
"31110","Matku","Forssa","Kanta-Häme",889,-5
"31610","Vaulammi","Jokioinen","Kanta-Häme",883,-4.8
"31620","Latovainio","Jokioinen","Kanta-Häme",883,-4.8
"31650","Venäjänkangas","Humppila","Kanta-Häme",879,-4.8
"31130","Koijärvi","Forssa","Kanta-Häme",872,-5.1
"31630","Minkiö","Jokioinen","Kanta-Häme",871,-4.9
"32140","Ypäjä Asemanseutu","Ypäjä","Kanta-Häme",868,-2.1
"31170","Savijoki","Forssa","Kanta-Häme",844,-5.3
"16970","Evo","Hämeenlinna","Kanta-Häme",839,-5
"31250","Teuro","Tammela","Kanta-Häme",839,-5.3
"31230","Susikas","Tammela","Kanta-Häme",825,-5.4
"30300","Viksberg","Forssa","Kanta-Häme",765,-2.3
"31640","Humppila Keskus","Humppila","Kanta-Häme",692,-5.8
"67100","Kokkola Keskus","Kokkola","Keski-Pohjanmaa",2158,2
"67300","Halkokari","Kokkola","Keski-Pohjanmaa",1987,0.5
"67400","Rytimäki","Kokkola","Keski-Pohjanmaa",1904,0.4
"67200","Kiviniitty-Tullimäki","Kokkola","Keski-Pohjanmaa",1854,3.3
"67700","Kirkonmäki-Isokylä","Kokkola","Keski-Pohjanmaa",1757,1.2
"67900","Ykspihjala","Kokkola","Keski-Pohjanmaa",1590,0
"67600","Linnusperä-Kaustari","Kokkola","Keski-Pohjanmaa",1581,0
"67410","Vitsari","Kokkola","Keski-Pohjanmaa",1489,-0.9
"67500","Sokoja","Kokkola","Keski-Pohjanmaa",1308,-1.6
"67800","Koivuhaka","Kokkola","Keski-Pohjanmaa",1187,-1.3
"69600","Kaustinen Keskus","Kaustinen","Keski-Pohjanmaa",1125,-1.6
"68300","Kälviä Keskus","Kokkola","Keski-Pohjanmaa",1082,-2.7
"68550","Öja","Kokkola","Keski-Pohjanmaa",1054,-3
"69730","Tunkkari","Veteli","Keski-Pohjanmaa",1009,-1.7
"68210","Marinkainen","Kokkola","Keski-Pohjanmaa",998,-3.3
"68320","Ruotsalo","Kokkola","Keski-Pohjanmaa",993,-3.4
"68390","Rahkonen","Kokkola","Keski-Pohjanmaa",991,-3.4
"69100","Kannus Keskus","Kannus","Keski-Pohjanmaa",981,-2.1
"68230","Lohtaja Keskus","Kokkola","Keski-Pohjanmaa",976,-3.4
"68220","Karhi","Kokkola","Keski-Pohjanmaa",973,-3.4
"68240","Ala-Viirre","Kokkola","Keski-Pohjanmaa",958,-3.5
"69950","Perho Keskus-Salamajärvi","Perho","Keski-Pohjanmaa",922,-2.4
"69660","Köyhäjoki","Kaustinen","Keski-Pohjanmaa",915,-2.4
"69980","Möttönen","Perho","Keski-Pohjanmaa",906,-2.4
"68999","Rita","Kokkola","Keski-Pohjanmaa",900,-3.9
"69170","Yli-Kannus","Kannus","Keski-Pohjanmaa",895,-2.6
"69150","Eskola","Kannus","Keski-Pohjanmaa",893,-2.6
"68370","Ullava Keskus","Kokkola","Keski-Pohjanmaa",888,-4
"69920","Oksakoski-Kivikangas","Perho","Keski-Pohjanmaa",880,-2.6
"69820","Räyrinki","Veteli","Keski-Pohjanmaa",879,-2.5
"68380","Yli-Ullava","Kokkola","Keski-Pohjanmaa",873,-4.1
"69850","Patana","Veteli","Keski-Pohjanmaa",866,-2.6
"69510","Halsua Keskus-Marjusaari","Halsua","Keski-Pohjanmaa",863,-2.6
"69830","Pulkkinen","Veteli","Keski-Pohjanmaa",847,-2.7
"69410","Sykäräinen","Toholampi","Keski-Pohjanmaa",844,-2.8
"69300","Toholampi Keskus","Toholampi","Keski-Pohjanmaa",838,-2.1
"69330","Määttälä","Toholampi","Keski-Pohjanmaa",838,-2.5
"69440","Lestijärvi Keskus","Lestijärvi","Keski-Pohjanmaa",836,-2.8
"69570","Karvonen","Halsua","Keski-Pohjanmaa",834,-2.8
"69310","Laitala","Toholampi","Keski-Pohjanmaa",831,-2.6
"69910","Kivikangas","Perho","Keski-Pohjanmaa",824,-3
"69340","Purontaka","Toholampi","Keski-Pohjanmaa",820,-2.6
"69450","Yli-Lesti","Lestijärvi","Keski-Pohjanmaa",807,-3
"69420","Syri","Lestijärvi","Keski-Pohjanmaa",798,-3.1
"69750","Sillanpää","Veteli","Keski-Pohjanmaa",780,-3
"69550","Kanala","Halsua","Keski-Pohjanmaa",775,-3.3
"69970","Salamajärvi","Perho","Keski-Pohjanmaa",747,-3.6
"69700","Veteli Keskus","Veteli","Keski-Pohjanmaa",717,-2.9
"40100","Jyväskylä Keskus","Jyväskylä","Keski-Suomi",2912,2.9
"40700","Mäki-Matti","Jyväskylä","Keski-Suomi",2523,3.1
"40200","Mannila-Taulumäki","Jyväskylä","Keski-Suomi",2520,2.1
"40720","Nisula","Jyväskylä","Keski-Suomi",2411,2
"40520","Kuokkala-Ristikivi","Jyväskylä","Keski-Suomi",2261,0
"40500","Keljo-Ristonmaa","Jyväskylä","Keski-Suomi",2150,-0.6
"40600","Mattilanpelto","Jyväskylä","Keski-Suomi",2128,0.6
"40530","Keljonkangas","Jyväskylä","Keski-Suomi",2078,-0.4
"40250","Ritoniemi-Lohikoski","Jyväskylä","Keski-Suomi",1919,0.8
"40270","Pappilanrinne-Pappilanvuori","Jyväskylä","Keski-Suomi",1909,-0.3
"40620","Keskussairaala-alue-Kukkumäki","Jyväskylä","Keski-Suomi",1859,0.2
"40400","Halssila","Jyväskylä","Keski-Suomi",1796,-0.4
"41310","Leppävesi","Laukaa","Keski-Suomi",1751,-2
"40630","Kypärämäki","Jyväskylä","Keski-Suomi",1721,0
"40740","Kortepohja","Jyväskylä","Keski-Suomi",1719,0.9
"40420","Jyskä","Jyväskylä","Keski-Suomi",1718,-1.9
"40320","Seppälän Teollisuusalue","Jyväskylä","Keski-Suomi",1684,-0.7
"40950","Muurame Keskus","Muurame","Keski-Suomi",1586,-1
"40800","Vaajakoski","Jyväskylä","Keski-Suomi",1543,-0.7
"41340","Laukaa Keskus","Laukaa","Keski-Suomi",1514,-1.4
"40930","Kinkomaa","Muurame","Keski-Suomi",1443,-0.8
"40660","Länsi-Palokka","Jyväskylä","Keski-Suomi",1414,-1.8
"41160","Tikkakoski","Jyväskylä","Keski-Suomi",1359,-3.2
"40640","Keltinmäki","Jyväskylä","Keski-Suomi",1341,-1.2
"40900","Säynätsalo","Jyväskylä","Keski-Suomi",1341,-2.1
"40820","Vuoritsalo","Jyväskylä","Keski-Suomi",1248,-1.4
"44100","Äänekoski Keskus","Äänekoski","Keski-Suomi",1217,-0.4
"40340","Huhtasuo","Jyväskylä","Keski-Suomi",1200,-2.6
"44120","Mämmensalmi-Mustaniemi","Äänekoski","Keski-Suomi",1200,-0.6
"41330","Vihtavuori","Laukaa","Keski-Suomi",1173,-3.7
"41350","Laukaa Asemanseutu","Laukaa","Keski-Suomi",1145,-3.8
"41800","Korpilahti Keskus","Jyväskylä","Keski-Suomi",1125,-4.7
"41120","Puuppola","Jyväskylä","Keski-Suomi",1111,-4.2
"41900","Petäjävesi Keskus","Petäjävesi","Keski-Suomi",1110,-4.5
"41360","Valkola","Laukaa","Keski-Suomi",1104,-4
"44500","Viitasaari Keskus","Viitasaari","Keski-Suomi",1093,-1.5
"41390","Äijälä","Laukaa","Keski-Suomi",1091,-4.1
"42100","Jämsä Keskus","Jämsä","Keski-Suomi",1074,-6.8
"41930","Kuohu","Jyväskylä","Keski-Suomi",1070,-4.4
"41370","Kuusa","Laukaa","Keski-Suomi",1063,-4.3
"41325","Laukkavirta","Laukaa","Keski-Suomi",1061,-4.3
"41400","Lievestuore","Laukaa","Keski-Suomi",1056,-5.2
"41940","Vesanka","Jyväskylä","Keski-Suomi",1043,-4.5
"43100","Saarijärvi Keskus","Saarijärvi","Keski-Suomi",1035,-1.9
"41140","Kuikka","Jyväskylä","Keski-Suomi",1024,-4.7
"41450","Leppälahti","Jyväskylä","Keski-Suomi",1023,-4.8
"41920","Kintaus","Petäjävesi","Keski-Suomi",1023,-4.7
"41860","Rannila","Jyväskylä","Keski-Suomi",1019,-4.9
"43500","Karstula Keskus","Karstula","Keski-Suomi",1008,-1.2
"44160","Huutomäki","Äänekoski","Keski-Suomi",1005,-1.6
"41490","Niemisjärvi","Hankasalmi","Keski-Suomi",1004,-4.9
"44150","Likolahti-Karhunlähde","Äänekoski","Keski-Suomi",996,-1.4
"41925","Ylä-Kintaus","Petäjävesi","Keski-Suomi",995,-4.9
"41290","Kangashäkki","Uurainen","Keski-Suomi",993,-4.7
"43130","Tarvaala","Saarijärvi","Keski-Suomi",993,-2.1
