year pnro price n
2013 68660 877.0 6
2013 70100 2506.0 69
2013 70110 2422.0 20
2013 70150 1931.0 14
2013 70200 1774.0 25
2013 70260 1887.0 12
2013 70280 1545.0 10
2013 70340 1397.0 11
2013 70420 1684.0 7
2013 70460 1476.0 20
2013 70500 1718.0 25
2013 70600 2262.0 23
2013 70700 1821.0 11
2013 70780 1778.0 18
2013 70820 1964.0 30
2013 70840 2531.0 8
2013 70910 1911.0 7
2013 71750 1200.0 6
2013 71800 1719.0 17
2013 73100 971.0 8
2013 73500 1128.0 7
2013 74100 1653.0 26
2013 74120 1385.0 9
2013 74130 1486.0 9
2013 75500 815.0 6
2013 77600 915.0 9
2013 78200 886.0 18
2013 78850 951.0 6
2013 78870 941.0 7
2013 80100 2318.0 35
2013 80110 2177.0 20
2013 80140 1892.0 15
2013 80160 1552.0 23
2013 80170 1901.0 7
2013 80200 2055.0 13
2013 80220 2258.0 7
2013 80230 1952.0 7
2013 80330 1853.0 6
2013 80710 1933.0 7
2013 81700 845.0 12
2013 81720 705.0 8
2013 82500 975.0 18
2013 82900 871.0 8
2013 83500 829.0 16
2013 83900 802.0 11
2013 84100 1516.0 41
2013 85410 943.0 8
2013 85500 1104.0 6
2013 85800 954.0 6
2013 86300 1010.0 14
2013 87100 1503.0 36
2013 87200 1548.0 16
2013 87400 1332.0 8
2013 87500 1158.0 24
2013 87700 1414.0 10
2013 88600 1540.0 14
2013 88900 1079.0 7
2013 90100 2155.0 23
2013 90120 2014.0 32
2013 90140 1903.0 9
2013 90150 1419.0 15
2013 90230 2005.0 23
2013 90240 1720.0 13
2013 90250 1393.0 20
2013 90420 1881.0 17
2013 90440 1755.0 18
2013 90450 1532.0 8
2013 90500 1659.0 29
2013 90520 1164.0 13
2013 90530 1725.0 14
2013 90540 1698.0 21
2013 90550 1368.0 10
2013 90560 1209.0 10
2013 90570 1373.0 13
2013 90580 1323.0 15
2013 90630 1715.0 10
2013 90650 1416.0 12
2013 90800 1445.0 9
2013 91500 1114.0 8
2013 92100 1582.0 17
2013 92130 1223.0 7
2013 93600 1488.0 28
2013 94100 1043.0 32
2013 95400 1906.0 11
2013 96100 2021.0 34
2013 96200 1578.0 23
2013 96300 1684.0 13
2013 96400 1591.0 8
2013 96460 1575.0 7
2013 96500 1149.0 20
2013 98100 878.0 7
2013 99600 1120.0 9
